time	V(out)	V(out2)	V(n001)
8.000000000000002e-09	9.363782627045592e-04	9.247665831341890e-04	9.539136014798364e-03
8.200000000000001e-09	7.716906818836320e-04	7.617767158269774e-04	9.778178072350929e-03
8.400000000000001e-09	9.645139007966484e-04	9.582309165713248e-04	7.646345406175302e-03
8.600000000000001e-09	1.402370612888226e-03	1.397419672821705e-03	3.554005769628031e-03
8.800000000000001e-09	1.917282298835335e-03	1.914602974470946e-03	-1.384017981690545e-03
9.000000000000001e-09	2.282851304939686e-03	2.279688889871814e-03	-6.052241850165683e-03
9.200000000000001e-09	2.322613281849283e-03	2.320040051488954e-03	-9.188728100735157e-03
9.400000000000001e-09	1.909241903991504e-03	1.905210935956204e-03	-1.011577420972095e-02
9.600000000000002e-09	1.048242639909118e-03	1.044872542362989e-03	-8.486681700905930e-03
9.800000000000002e-09	-1.673036264047520e-04	-1.709197139607160e-04	-4.794209202023743e-03
1.000000000000000e-08	-1.522533427808422e-03	-1.523378992777043e-03	1.514821168351953e-04
1.020000000000000e-08	-2.784076424264273e-03	-2.782626838341394e-03	5.028279279788560e-03
1.040000000000000e-08	-3.704233085810317e-03	-3.697739391944767e-03	8.736763194499460e-03
1.060000000000000e-08	-4.124702775484500e-03	-4.114562878251277e-03	1.024050108068546e-02
1.080000000000000e-08	-3.971271386977534e-03	-3.956173440005607e-03	9.267019343269655e-03
1.100000000000000e-08	-3.315111550647387e-03	-3.298021496326540e-03	5.940267561717849e-03
1.120000000000000e-08	-2.308661122534997e-03	-2.289628613595730e-03	1.173862713564599e-03
