time	V(out)	V(out2)	V(n001)
6.400000000000002e-08	3.257336025158450e-03	3.265328125164849e-03	-1.529195305343791e-02
6.420000000000001e-08	4.609400921283047e-03	4.612048705300681e-03	-2.336243666453351e-02
6.440000000000001e-08	4.848854084478300e-03	4.843826683648965e-03	-2.571179354970208e-02
6.460000000000001e-08	3.899027958525840e-03	3.888131468961090e-03	-2.170276370194236e-02
6.480000000000001e-08	1.986319514572942e-03	1.970445816578664e-03	-1.224206145960019e-02
6.500000000000001e-08	-4.339614308200317e-04	-4.502425481226179e-04	3.890138748030783e-04
6.520000000000001e-08	-2.756267772346090e-03	-2.770504890792413e-03	1.306806591793379e-02
6.540000000000002e-08	-4.405310279110899e-03	-4.413020400814273e-03	2.261171967891328e-02
6.560000000000001e-08	-4.967424177846153e-03	-4.968052498098800e-03	2.666111862808430e-02
6.580000000000001e-08	-4.296414322769066e-03	-4.288701013261479e-03	2.412674555939187e-02
6.600000000000001e-08	-2.540815430257293e-03	-2.527999276461452e-03	1.556248907608742e-02
6.620000000000001e-08	-1.316417215547967e-04	-1.156756396606655e-04	3.012231802040609e-03
6.640000000000001e-08	2.336707466172807e-03	2.350711478155489e-03	-1.041700356818288e-02
6.660000000000001e-08	4.246028796426494e-03	4.256072402045905e-03	-2.142212759249158e-02
6.680000000000002e-08	5.117063232925533e-03	5.119634923232491e-03	-2.723065190955923e-02
6.700000000000002e-08	4.709677439553286e-03	4.705666673608343e-03	-2.632171192434885e-02
6.720000000000001e-08	3.115952714769540e-03	3.105297773717461e-03	-1.884645590073522e-02
6.740000000000001e-08	7.135531877474487e-04	7.004821068842584e-04	-6.600961082023327e-03
6.760000000000001e-08	-1.907198235055054e-03	-1.920355511990104e-03	7.442893750069584e-03
6.780000000000001e-08	-4.101919878506406e-03	-4.110043944586106e-03	1.980816881069516e-02
6.800000000000001e-08	-5.314517138013636e-03	-5.316323183924157e-03	2.740941212746038e-02
6.820000000000002e-08	-5.230849228486800e-03	-5.224007434273154e-03	2.826808870444539e-02
6.840000000000002e-08	-3.850107546931101e-03	-3.837256131555350e-03	2.209472128636292e-02
6.860000000000001e-08	-1.506350095238147e-03	-1.489026431041351e-03	1.034917322569617e-02
6.880000000000001e-08	1.239570422642293e-03	1.255944169680056e-03	-4.130333635508401e-03
6.900000000000001e-08	3.704254677635277e-03	3.717203819588724e-03	-1.776975773424287e-02
6.920000000000001e-08	5.277672000165537e-03	5.282731209809179e-03	-2.716076049283245e-02
6.940000000000001e-08	5.554428209487548e-03	5.551713384319370e-03	-2.991700604291687e-02
6.960000000000001e-08	4.457104872940054e-03	4.445678730732605e-03	-2.526777041695843e-02
6.980000000000002e-08	2.235901420727660e-03	2.219680904722621e-03	-1.426338858115702e-02
7.000000000000002e-08	-5.676497389496757e-04	-5.863868373443492e-04	4.648202360548945e-04
7.020000000000001e-08	-3.260908948423459e-03	-3.276316607091310e-03	1.527074030268949e-02
7.040000000000001e-08	-5.160439378358628e-03	-5.170298690788991e-03	2.644445080234832e-02
7.060000000000001e-08	-5.793390282611346e-03	-5.793973855233757e-03	3.119298760792123e-02
7.080000000000001e-08	-4.980201168371942e-03	-4.973077221160503e-03	2.825255105972872e-02
7.100000000000001e-08	-2.905175299032725e-03	-2.890995593033064e-03	1.823166159424261e-02
7.120000000000002e-08	-6.233942459824553e-05	-4.646360312540549e-05	3.521686826621789e-03
7.140000000000002e-08	2.841765728827507e-03	2.856581436833229e-03	-1.226452209845508e-02
7.160000000000001e-08	5.089592671098687e-03	5.097954320095346e-03	-2.522099076723517e-02
7.180000000000001e-08	6.103127524238592e-03	6.104242075998589e-03	-3.206870039341565e-02
7.200000000000001e-08	5.616180861172509e-03	5.607979192145732e-03	-3.102112995769620e-02
7.220000000000001e-08	3.723524345436281e-03	3.709256266994300e-03	-2.223013946464500e-02
7.240000000000001e-08	8.797351737685760e-04	8.611971792594497e-04	-7.776273501026265e-03
7.260000000000001e-08	-2.231683886069773e-03	-2.248366968167435e-03	8.849431202810959e-03
7.280000000000002e-08	-4.829352189161511e-03	-4.841348176508805e-03	2.349909141310002e-02
7.300000000000002e-08	-6.266424163092341e-03	-6.268820204663316e-03	3.250524296494862e-02
7.320000000000001e-08	-6.165062459763479e-03	-6.158401516587952e-03	3.354588419800828e-02
7.340000000000001e-08	-4.533549207354259e-03	-4.517575884959673e-03	2.624385291252133e-02
7.360000000000001e-08	-1.754038605734437e-03	-1.734002421854811e-03	1.229926822636508e-02
7.380000000000001e-08	1.497158986386099e-03	1.518197233160754e-03	-4.936921332231876e-03
7.400000000000001e-08	4.418695004706099e-03	4.434324791179205e-03	-2.121395059356474e-02
7.420000000000002e-08	6.268421439322627e-03	6.276769638740440e-03	-3.243662687146941e-02
7.440000000000002e-08	6.578842821340185e-03	6.576504512896256e-03	-3.576449381267569e-02
7.460000000000001e-08	5.244008027748455e-03	5.233277405398104e-03	-3.023625035733074e-02
7.480000000000001e-08	2.574527465816364e-03	2.556443081897898e-03	-1.708370758701665e-02
7.500000000000001e-08	-7.942091207087049e-04	-8.134716388716872e-04	5.747334187731622e-04
7.520000000000001e-08	-4.019155279063905e-03	-4.036227404600572e-03	1.836571307523641e-02
7.540000000000001e-08	-6.291061432262699e-03	-6.299743381501219e-03	3.182965740661006e-02
7.560000000000002e-08	-7.030340604329241e-03	-7.029817243318939e-03	3.758670419622465e-02
7.580000000000002e-08	-6.030609317432730e-03	-6.019214177478908e-03	3.408203156345990e-02
7.600000000000002e-08	-3.502543382452356e-03	-3.484829351889151e-03	2.200874963736945e-02
7.620000000000001e-08	-5.378995985509509e-05	-3.263624048836509e-05	4.233649062485048e-03
7.640000000000001e-08	3.475292289373084e-03	3.492821381361188e-03	-1.491023824542540e-02
7.660000000000001e-08	6.195827112698377e-03	6.206952138103312e-03	-3.063714356089790e-02
7.680000000000001e-08	7.423913105228812e-03	7.423967778714348e-03	-3.899408380668042e-02
7.700000000000001e-08	6.822787494781514e-03	6.813042976915078e-03	-3.776253602860714e-02
7.720000000000002e-08	4.517725145107798e-03	4.498345932073503e-03	-2.709699199628077e-02
7.740000000000002e-08	1.048707982048539e-03	1.025704192402721e-03	-9.478423001691171e-03
7.760000000000001e-08	-2.738466696234868e-03	-2.761398307029479e-03	1.083533806950938e-02
7.780000000000001e-08	-5.903310578459314e-03	-5.918754492446295e-03	2.880392539005740e-02
7.800000000000001e-08	-7.641642677867076e-03	-7.647335274393558e-03	3.990051020591663e-02
7.820000000000001e-08	-7.499858180530794e-03	-7.492484200730596e-03	4.124818991254428e-02
7.840000000000001e-08	-5.473620499082892e-03	-5.456728471089115e-03	3.231267917602598e-02
7.860000000000002e-08	-2.044552962048438e-03	-2.020637591528729e-03	1.516289167734122e-02
7.880000000000002e-08	1.962322407899885e-03	1.985591599120984e-03	-6.096938668971371e-03
7.900000000000002e-08	5.550316101428299e-03	5.569101894829163e-03	-2.622940628052695e-02
7.920000000000001e-08	7.822504624405863e-03	7.830575106366758e-03	-4.022633043940278e-02
7.940000000000001e-08	8.174492885795836e-03	8.171706607624230e-03	-4.443667109052145e-02
7.960000000000001e-08	6.484793946545030e-03	6.469965510966510e-03	-3.762545548566969e-02
7.980000000000001e-08	3.130689398107675e-03	3.109134301253925e-03	-2.126803294298459e-02
8.000000000000001e-08	-1.079557806354286e-03	-1.104254335246879e-03	7.396345644323863e-04
8.020000000000002e-08	-5.111505590004548e-03	-5.131043508758320e-03	2.300681009807862e-02
8.040000000000002e-08	-7.942944606568837e-03	-7.953653305695623e-03	3.993482756220778e-02
8.060000000000001e-08	-8.859210435627748e-03	-8.855904887563819e-03	4.727918471653266e-02
8.080000000000001e-08	-7.578123180938100e-03	-7.562958974971849e-03	4.294532560940667e-02
8.100000000000001e-08	-4.378053266694515e-03	-4.352716540680169e-03	2.778309569132685e-02
8.120000000000001e-08	-1.333783779839576e-05	1.420336081805968e-05	5.334711659665596e-03
8.140000000000001e-08	4.441329878655628e-03	4.466300408544793e-03	-1.891833445407307e-02
8.160000000000002e-08	7.878991510418638e-03	7.893613125925273e-03	-3.897455048444117e-02
8.180000000000002e-08	9.412054784576702e-03	9.414655590725894e-03	-4.971241055087382e-02
8.200000000000002e-08	8.619493615895027e-03	8.607350335261556e-03	-4.824986736924956e-02
8.220000000000001e-08	5.647755511129776e-03	5.625271301072023e-03	-3.467771130057223e-02
8.240000000000001e-08	1.200786054288739e-03	1.171212695252131e-03	-1.214573171881572e-02
8.260000000000001e-08	-3.652658555632197e-03	-3.680267755220316e-03	1.397254084479345e-02
8.280000000000001e-08	-7.695960002104787e-03	-7.716384351147378e-03	3.719243629107448e-02
8.300000000000002e-08	-9.901040355551184e-03	-9.906877954713652e-03	5.165586170234951e-02
8.320000000000002e-08	-9.663478782941706e-03	-9.654822527599445e-03	5.350993630809777e-02
8.340000000000002e-08	-6.991694798035771e-03	-6.968787430841018e-03	4.201491084827656e-02
8.360000000000001e-08	-2.496058134233246e-03	-2.466679893214902e-03	1.972717572944378e-02
8.380000000000001e-08	2.745189713939695e-03	2.775509199349484e-03	-8.076892255543046e-03
8.400000000000001e-08	7.434881175827870e-03	7.456751840876518e-03	-3.456870641318722e-02
8.420000000000001e-08	1.036990110026843e-02	1.037989050249024e-02	-5.302743111265845e-02
8.440000000000001e-08	1.078303449736501e-02	1.077653938705939e-02	-5.870238332948421e-02
8.460000000000002e-08	8.498913415978132e-03	8.478909737526625e-03	-4.981606603498664e-02
8.480000000000002e-08	4.026550512273366e-03	3.995441054747115e-03	-2.823454539438180e-02
8.500000000000002e-08	-1.582875186512748e-03	-1.615758305160900e-03	1.032431795546014e-03
8.520000000000001e-08	-6.936882960166474e-03	-6.965001797967327e-03	3.079281831401504e-02
8.540000000000001e-08	-1.069583539913302e-02	-1.070944199789449e-02	5.365948337165723e-02
8.560000000000001e-08	-1.187039555916435e-02	-1.186709214782740e-02	6.371666474139870e-02
8.580000000000001e-08	-1.009553183811472e-02	-1.007356384240522e-02	5.807885275182238e-02
8.600000000000002e-08	-5.725778005804113e-03	-5.692266494560466e-03	3.768044881559125e-02
8.620000000000002e-08	2.110182770255647e-04	2.498866862994259e-04	7.215762596176102e-03
8.640000000000002e-08	6.258630618851697e-03	6.291624127541680e-03	-2.592906998849189e-02
8.660000000000001e-08	1.090035494885448e-02	1.092178590353549e-02	-5.354475493062657e-02
8.680000000000001e-08	1.293415367391678e-02	1.293705102717487e-02	-6.858110201488941e-02
8.700000000000001e-08	1.175569362325103e-02	1.174109360681218e-02	-6.681128712067433e-02
8.720000000000001e-08	7.574439651816485e-03	7.543365090994842e-03	-4.820539579181193e-02
8.740000000000001e-08	1.345801675842965e-03	1.307421742931668e-03	-1.688636095622386e-02
8.760000000000002e-08	-5.420765595046253e-03	-5.458768597922369e-03	1.967353705232436e-02
8.780000000000002e-08	-1.104194577328967e-02	-1.106721875837819e-02	5.249205522953487e-02
8.800000000000002e-08	-1.406148446806755e-02	-1.406837360175479e-02	7.321752309233531e-02
8.820000000000001e-08	-1.362360740213541e-02	-1.360729939625580e-02	7.619836103318531e-02
8.840000000000001e-08	-9.718597677741836e-03	-9.684693369849486e-03	6.006866947196747e-02
8.860000000000001e-08	-3.225363093337690e-03	-3.180296404233430e-03	2.828053152587406e-02
8.880000000000001e-08	4.326554570574007e-03	4.369673808250396e-03	-1.182622667511673e-02
8.900000000000002e-08	1.105206214260813e-02	1.108494784934899e-02	-5.040239630928136e-02
8.920000000000002e-08	1.522127434811611e-02	1.523417632959528e-02	-7.768370186023968e-02
8.940000000000002e-08	1.569120569487326e-02	1.568267982247095e-02	-8.642753441943481e-02
8.960000000000001e-08	1.220974342827870e-02	1.217883620959313e-02	-7.374992142349171e-02
8.980000000000001e-08	5.493758493758634e-03	5.448857933404333e-03	-4.194904048266505e-02
9.000000000000001e-08	-2.884478834643579e-03	-2.934799861456944e-03	1.750702156201743e-03
9.020000000000001e-08	-1.085975635203186e-02	-1.090024559101225e-02	4.677491645522729e-02
9.040000000000002e-08	-1.638060299726092e-02	-1.640144828172122e-02	8.176657843091498e-02
9.060000000000002e-08	-1.797542017991967e-02	-1.796737199056589e-02	9.767276526938677e-02
9.080000000000002e-08	-1.504897237001623e-02	-1.501480491103394e-02	8.952855226694226e-02
9.100000000000002e-08	-8.161018763520881e-03	-8.106904739477280e-03	5.837948379094521e-02
9.120000000000001e-08	1.120213688647373e-03	1.178905655606512e-03	1.102075378187969e-02
9.140000000000001e-08	1.053679114773803e-02	1.058819865943976e-02	-4.132431262475568e-02
9.160000000000001e-08	1.770057956037590e-02	1.773099732215333e-02	-8.571757997901105e-02
9.180000000000001e-08	2.067155531548855e-02	2.067600203123637e-02	-1.105410973421679e-01
9.200000000000002e-08	1.849029111428315e-02	1.846481625015987e-02	-1.085573158384223e-01
9.220000000000002e-08	1.145769948686065e-02	1.140897001697866e-02	-7.890150402483431e-02
9.240000000000002e-08	1.119946488918938e-03	1.056852814692761e-03	-2.762519358051322e-02
9.260000000000002e-08	-1.006493452167806e-02	-1.012388392597206e-02	3.351883531001826e-02
9.280000000000001e-08	-1.925851879173936e-02	-1.929771343431437e-02	8.948811078255642e-02
9.300000000000001e-08	-2.400189604922933e-02	-2.400542144249725e-02	1.258539001049757e-01
9.320000000000001e-08	-2.282291293724578e-02	-2.278838775770011e-02	1.322906348253436e-01
9.340000000000002e-08	-1.568204605695809e-02	-1.561431691482116e-02	1.053845546773893e-01
9.360000000000002e-08	-4.056126777412908e-03	-3.973654213117981e-03	4.990029792070045e-02
9.380000000000002e-08	9.346992620398344e-03	9.426671302462247e-03	-2.195060828538340e-02
9.400000000000002e-08	2.117657923433576e-02	2.123381436337750e-02	-9.298693933301866e-02
9.420000000000001e-08	2.826939015143103e-02	2.829413086549254e-02	-1.451185587855796e-01
9.440000000000001e-08	2.847335496440880e-02	2.845724629291841e-02	-1.637945940820754e-01
9.460000000000001e-08	2.124115988029794e-02	2.118751037011096e-02	-1.417648127532087e-01
9.480000000000002e-08	7.905194403605459e-03	7.822296405874479e-03	-8.155622527635049e-02
9.500000000000002e-08	-8.542069061033882e-03	-8.631360152354871e-03	4.604655500337127e-03
9.520000000000002e-08	-2.403123242259035e-02	-2.410165126745960e-02	9.678483038821863e-02
9.540000000000002e-08	-3.441709347677547e-02	-3.444009493739513e-02	1.719025768436131e-01
9.560000000000002e-08	-3.654284371552803e-02	-3.650526670962001e-02	2.093294640862569e-01
9.580000000000001e-08	-2.910859682099537e-02	-2.901157110878441e-02	1.959943668290388e-01
9.600000000000001e-08	-1.317212038239107e-02	-1.304005835453026e-02	1.302534801298079e-01
9.620000000000001e-08	7.868175521636047e-03	8.005614483193695e-03	2.353985433848267e-02
9.640000000000002e-08	2.891263648165959e-02	2.902413745198131e-02	-1.011920919766396e-01
9.660000000000002e-08	4.432332096850732e-02	4.439075173717742e-02	-2.141358588275603e-01
9.680000000000002e-08	4.931745683005396e-02	4.932542438196301e-02	-2.849994479226183e-01
9.700000000000002e-08	4.121274061990409e-02	4.115677251174826e-02	-2.896538731246829e-01
9.720000000000001e-08	2.055943492192827e-02	2.044462994086293e-02	-2.176992412889984e-01
9.740000000000001e-08	-8.712553528510124e-03	-8.853624646995250e-03	-7.614630686549982e-02
9.760000000000001e-08	-3.973626030413640e-02	-3.985254318052474e-02	1.097377768276571e-01
9.780000000000002e-08	-6.408501838196203e-02	-6.411109293984010e-02	3.002013160849222e-01
9.800000000000002e-08	-7.365831031164370e-02	-7.354675145298577e-02	4.471927106344669e-01
9.820000000000002e-08	-6.276216694413425e-02	-6.250433479165532e-02	5.028777263575807e-01
9.840000000000002e-08	-3.024277132681666e-02	-2.989632777882120e-02	4.303977361072548e-01
9.860000000000002e-08	1.916452252490108e-02	1.950742706621091e-02	2.121039345710393e-01
9.880000000000001e-08	7.437004876484410e-02	7.463967329505522e-02	-1.450692232382449e-01
9.900000000000001e-08	1.190570069832671e-01	1.192480131156362e-01	-6.096061302738942e-01
9.920000000000001e-08	1.337251392307396e-01	1.338227507654707e-01	-1.128545747654727e+00
9.940000000000002e-08	9.817804555379368e-02	9.816500389731758e-02	-1.634241872400336e+00
9.960000000000002e-08	-5.021472771402437e-03	-4.659911044302790e-03	-2.057218217430957e+00
9.980000000000002e-08	-1.884311300590948e-01	-1.853071710197063e-01	-2.337007696293228e+00
1.000000000000000e-07	-4.576300076389330e-01	-4.456303194461920e-01	-2.432817806228622e+00
1.002000000000000e-07	-8.084138479554591e-01	-7.769040684528364e-01	-2.330832894866403e+00
1.004000000000000e-07	-1.223587874515351e+00	-1.159575911390395e+00	-2.046963420102670e+00
1.006000000000000e-07	-1.674077539664388e+00	-1.568035722404819e+00	-1.620002772826488e+00
1.008000000000000e-07	-2.115371794369252e+00	-1.967508075221913e+00	-1.113266233790768e+00
1.010000000000000e-07	-2.501090475006356e+00	-2.322331916705139e+00	-5.973530131123832e-01
1.012000000000000e-07	-2.794170075104518e+00	-2.600838024732140e+00	-1.360922929888370e-01
1.014000000000000e-07	-2.967423948130123e+00	-2.775302436404791e+00	2.163277756881202e-01
1.016000000000000e-07	-3.007234571247511e+00	-2.827851610042512e+00	4.290632406390876e-01
1.018000000000000e-07	-2.909520047333906e+00	-2.751137295612559e+00	4.965212124057779e-01
1.020000000000000e-07	-2.676482745592263e+00	-2.548802209297523e+00	4.376080155898877e-01
1.022000000000000e-07	-2.314907511206270e+00	-2.234401661829509e+00	2.899843905512133e-01
1.024000000000000e-07	-1.836603511227656e+00	-1.828483053589508e+00	1.002591556546289e-01
1.026000000000000e-07	-1.262769050087825e+00	-1.356783046806578e+00	-8.326929792940424e-02
1.028000000000000e-07	-6.282990774841959e-01	-8.467295859121375e-01	-2.211333496945554e-01
1.030000000000000e-07	1.894897253754228e-02	-3.246732201023347e-01	-2.892186541165792e-01
1.032000000000000e-07	6.275981988596891e-01	1.858278537427464e-01	-2.813965099499133e-01
1.034000000000000e-07	1.155679574425703e+00	6.652796273383559e-01	-2.087742876543996e-01
1.036000000000000e-07	1.576694157413448e+00	1.098528831662089e+00	-9.496996406054665e-02
1.038000000000000e-07	1.879342342393626e+00	1.473878629248989e+00	2.922398611618380e-02
1.040000000000000e-07	2.066743622201620e+00	1.782789037471383e+00	1.339568966469071e-01
1.042000000000000e-07	2.150884099717592e+00	2.018736018519772e+00	1.968317913512888e-01
1.044000000000000e-07	2.147084259048973e+00	2.176861676046250e+00	2.075832261784892e-01
1.046000000000000e-07	2.071055334509809e+00	2.253136352359601e+00	1.683377045333449e-01
1.048000000000000e-07	1.934009075267435e+00	2.245207837422990e+00	9.200844960681594e-02
1.050000000000000e-07	1.744533045008860e+00	2.152518678819309e+00	-1.552593196424117e-05
1.052000000000000e-07	1.508331542011396e+00	1.977454578307359e+00	-8.489337721926547e-02
1.054000000000000e-07	1.229905012335165e+00	1.725408977699064e+00	-1.431051053764589e-01
1.056000000000000e-07	9.149684772872896e-01	1.406178982187830e+00	-1.631407986601643e-01
1.058000000000000e-07	5.719901466224532e-01	1.033939693093706e+00	-1.429312032238749e-01
1.060000000000000e-07	2.116143880589733e-01	6.241379671610011e-01	-8.955770486830757e-02
1.062000000000000e-07	-1.508214776778235e-01	1.967056561304775e-01	-1.815162068022303e-02
1.064000000000000e-07	-4.986095352990017e-01	-2.282913465081389e-01	5.305251351483171e-02
1.066000000000000e-07	-8.155787310871300e-01	-6.316711770098283e-01	1.071761943249770e-01
1.068000000000000e-07	-1.087641767808840e+00	-9.957685895700550e-01	1.323584420223078e-01
1.070000000000000e-07	-1.304278424955845e+00	-1.305949370366078e+00	1.243956938220524e-01
1.072000000000000e-07	-1.459573400117352e+00	-1.552520399374745e+00	8.668674076551637e-02
1.074000000000000e-07	-1.550378285000090e+00	-1.728241186302984e+00	3.025275403456792e-02
1.076000000000000e-07	-1.576863761457085e+00	-1.830224308065614e+00	-3.052586842121064e-02
1.078000000000000e-07	-1.541464580503653e+00	-1.858700898824125e+00	-8.081135174053380e-02
1.080000000000000e-07	-1.448193287040182e+00	-1.816392119912919e+00	-1.091098527304847e-01
1.082000000000000e-07	-1.302046947170173e+00	-1.707733458289303e+00	-1.096257795723812e-01
1.084000000000000e-07	-1.108991562965771e+00	-1.538688080255881e+00	-8.361002236698084e-02
1.086000000000000e-07	-8.760783015122322e-01	-1.316550248719610e+00	-3.862782718654492e-02
1.088000000000000e-07	-6.113709346458172e-01	-1.049591539291653e+00	1.367585981550602e-02
1.090000000000000e-07	-3.246156408899448e-01	-7.474741531017607e-01	6.036232355390858e-02
1.092000000000000e-07	-2.730944931534426e-02	-4.211995595179366e-01	9.038911956402125e-02
1.094000000000000e-07	2.673890832821905e-01	-8.309086920388434e-02	9.728496313920246e-02
1.096000000000000e-07	5.453482585572770e-01	2.535060396629264e-01	8.032415517763708e-02
1.098000000000000e-07	7.926788473109510e-01	5.747842491967400e-01	4.456874501075924e-02
1.100000000000000e-07	9.970926511136505e-01	8.670561179583550e-01	-6.141596801553636e-04
1.102000000000000e-07	1.149407330459712e+00	1.117737421323861e+00	-4.384413573904704e-02
1.104000000000000e-07	1.244582279780963e+00	1.316348583153117e+00	-7.477887675514582e-02
1.106000000000000e-07	1.281688464812614e+00	1.455135156419862e+00	-8.634746454947681e-02
1.108000000000000e-07	1.263267538728809e+00	1.529780333493022e+00	-7.654820223608258e-02
1.110000000000000e-07	1.194474337775183e+00	1.539318641827316e+00	-4.848200279865072e-02
1.112000000000000e-07	1.082162915116132e+00	1.486083833840089e+00	-9.650986453066406e-03
1.114000000000000e-07	9.338617012383040e-01	1.375054725465259e+00	3.023934195693949e-02
1.116000000000000e-07	7.577892357743747e-01	1.213765793636125e+00	6.133186917275762e-02
1.118000000000000e-07	5.625858001079571e-01	1.011833921376002e+00	7.641634523171960e-02
1.120000000000000e-07	3.553993492800259e-01	7.780444792679568e-01	7.248923633710813e-02
1.122000000000000e-07	1.429359158364493e-01	5.214081282586142e-01	5.103466958240438e-02
1.124000000000000e-07	-6.707589036485533e-02	2.529228563433604e-01	1.781231898373923e-02
1.126000000000000e-07	-2.684670856424766e-01	-1.801301961245029e-02	-1.867302584874580e-02
1.128000000000000e-07	-4.553206105822465e-01	-2.820715059762223e-01	-4.946113270319880e-02
1.130000000000000e-07	-6.220911793451366e-01	-5.302387343044834e-01	-6.719437877975622e-02
1.132000000000000e-07	-7.635534544974165e-01	-7.539112969183520e-01	-6.809757229213800e-02
1.134000000000000e-07	-8.746825421108771e-01	-9.447117329495588e-01	-5.242694227629106e-02
1.136000000000000e-07	-9.513406251245061e-01	-1.095657201111105e+00	-2.433140621728510e-02
1.138000000000000e-07	-9.899786123990151e-01	-1.200524317573460e+00	8.891841649776565e-03
1.140000000000000e-07	-9.884170940692588e-01	-1.255058948257431e+00	3.894460090360845e-02
1.142000000000000e-07	-9.461373333760376e-01	-1.257254912680346e+00	5.865905496439808e-02
1.144000000000000e-07	-8.645389990436680e-01	-1.207613642852542e+00	6.352485465484128e-02
1.146000000000000e-07	-7.470807062309017e-01	-1.109194837419104e+00	5.277614155133138e-02
1.148000000000000e-07	-5.992161759502659e-01	-9.674320323743986e-01	2.937280220098319e-02
1.150000000000000e-07	-4.284342317399097e-01	-7.900085130135727e-01	-5.484308202456629e-04
1.152000000000000e-07	-2.434259259924977e-01	-5.859319908731259e-01	-2.956946095267231e-02
1.154000000000000e-07	-5.369535435648182e-02	-3.651529760345180e-01	-5.054386009763234e-02
1.156000000000000e-07	1.316563949159370e-01	-1.374469170863060e-01	-5.868401062216284e-02
1.158000000000000e-07	3.041447931313584e-01	8.768453509207030e-02	-5.224865848743527e-02
1.160000000000000e-07	4.567626864347885e-01	3.016490168757093e-01	-3.323362614335231e-02
1.162000000000000e-07	5.842634650020444e-01	4.970427537992023e-01	-6.565582470154441e-03
1.164000000000000e-07	6.832061561819340e-01	6.676917887588351e-01	2.105484058460202e-02
1.166000000000000e-07	7.517132213601690e-01	8.085259414325773e-01	4.285820379803349e-02
1.168000000000000e-07	7.892441807649923e-01	9.156351807457191e-01	5.368531757714673e-02
1.170000000000000e-07	7.962031667107364e-01	9.860363282364926e-01	5.113912957325179e-02
1.172000000000000e-07	7.737322871561965e-01	1.017766005360008e+00	3.612188442244866e-02
1.174000000000000e-07	7.234913306480074e-01	1.009971900888343e+00	1.262774650591486e-02
1.176000000000000e-07	6.476960291610389e-01	9.630694586013511e-01	-1.341444933583182e-02
1.178000000000000e-07	5.490375222572474e-01	8.787676436337134e-01	-3.558820303427864e-02
1.180000000000000e-07	4.311925323501932e-01	7.606440175262641e-01	-4.860522753171986e-02
1.182000000000000e-07	2.987465427626337e-01	6.139677084969783e-01	-4.939293856566639e-02
1.184000000000000e-07	1.562990797168110e-01	4.444470654560631e-01	-3.808241062082836e-02
1.186000000000000e-07	1.025296770848446e-02	2.603664679943313e-01	-1.770375058769017e-02
1.188000000000000e-07	-1.331608793271701e-01	7.001765421045326e-02	6.563051105128924e-03
1.190000000000000e-07	-2.677240378256354e-01	-1.181002666017540e-01	2.874446912865547e-02
1.192000000000000e-07	-3.875900109153201e-01	-2.956740324887518e-01	4.341912458014846e-02
1.194000000000000e-07	-4.878244116162391e-01	-4.552440718091840e-01	4.712800420804598e-02
1.196000000000000e-07	-5.651221023631612e-01	-5.913080143636060e-01	3.924971145159607e-02
1.198000000000000e-07	-6.170631567301212e-01	-6.990740746182343e-01	2.190208756363404e-02
1.200000000000000e-07	-6.427925736059111e-01	-7.756986910055558e-01	-4.577644920671308e-04
1.202000000000000e-07	-6.426551024534271e-01	-8.198453466550697e-01	-2.226202018717603e-02
1.204000000000000e-07	-6.178862381248517e-01	-8.313959829981835e-01	-3.818079227486908e-02
1.206000000000000e-07	-5.705480530321807e-01	-8.113925427681339e-01	-4.443668445389813e-02
1.208000000000000e-07	-5.032008171737431e-01	-7.617273208694123e-01	-3.974620623800657e-02
1.210000000000000e-07	-4.184403920883104e-01	-6.846983478587093e-01	-2.532166169562505e-02
1.212000000000000e-07	-3.196065877246542e-01	-5.836245064447895e-01	-4.997614544270518e-03
1.214000000000000e-07	-2.102094997812158e-01	-4.623078358492960e-01	1.617348917020201e-02
1.216000000000000e-07	-9.415709942204244e-02	-3.252206003363356e-01	3.295275386298687e-02
1.218000000000000e-07	2.425024145106924e-02	-1.774646782747697e-01	4.139384796766387e-02
1.220000000000000e-07	1.402547622420634e-01	-2.487280770501057e-02	3.951701350928092e-02
1.222000000000000e-07	2.489741074314588e-01	1.263947617045995e-01	2.798970759552350e-02
1.224000000000000e-07	3.455776770118433e-01	2.699460579791370e-01	9.788007180425077e-03
1.226000000000000e-07	4.257041019938519e-01	3.996301837501651e-01	-1.050280697582121e-02
1.228000000000000e-07	4.858176728506095e-01	5.098820643216613e-01	-2.786401367658681e-02
1.230000000000000e-07	5.235287972307213e-01	5.961479415820818e-01	-3.805497661904281e-02
1.232000000000000e-07	5.378294569490835e-01	6.552843881748555e-01	-3.875862674954107e-02
1.234000000000000e-07	5.290245811116496e-01	6.856220511964579e-01	-2.993844955356133e-02
1.236000000000000e-07	4.986892691939636e-01	6.870284073449754e-01	-1.393170808219068e-02
1.238000000000000e-07	4.493655386865114e-01	6.607698115475316e-01	5.253467668662216e-03
1.240000000000000e-07	3.843460231270407e-01	6.093336708871006e-01	2.281518129606689e-02
1.242000000000000e-07	3.072899005801833e-01	5.360830365335001e-01	3.446131739198785e-02
1.244000000000000e-07	2.219452849482627e-01	4.449570688912929e-01	3.748640819721832e-02
1.246000000000000e-07	1.318382833740664e-01	3.400800819140367e-01	3.131601532293320e-02
1.248000000000000e-07	4.008450585436193e-02	2.254726808757717e-01	1.750871271034631e-02
1.250000000000000e-07	-5.018819024065555e-02	1.055580947132606e-01	-3.821731083735583e-04
1.252000000000000e-07	-1.363048749027389e-01	-1.553784294494818e-02	-1.789197516548708e-02
